2021-02-01 22:00:41,247 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-02-01 22:00:41,286 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-02-01 22:00:41,288 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-02-01 22:00:41,288 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-02-01 22:00:41,300 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-02-01 22:00:41,301 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-02-01 22:00:41,302 INFO  SwAddin.cs: 201 - Setting up command manager
2021-02-01 22:00:41,303 INFO  SwAddin.cs: 204 - Adding command manager
2021-02-01 22:00:41,306 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-02-01 22:00:41,307 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-02-01 22:00:41,307 INFO  SwAddin.cs: 210 - Adding event handlers
2021-02-01 22:00:41,377 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-02-01 22:29:49,949 INFO  SwAddin.cs: 294 - Assembly export called for file robot assembly.SLDASM
2021-02-01 22:29:49,954 INFO  SwAddin.cs: 299 - Save is required
2021-02-01 22:29:49,954 INFO  SwAddin.cs: 313 - Saving assembly
2021-02-01 22:29:51,624 INFO  SwAddin.cs: 316 - Opening property manager
2021-02-01 22:29:51,677 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robot assembly.SLDASM
2021-02-01 22:29:51,697 INFO  ExportHelperExtension.cs: 1136 - Found 47 in robot assembly.SLDASM
2021-02-01 22:29:51,698 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robot assembly.SLDASM
2021-02-01 22:29:51,699 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-02-01 22:29:51,702 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2021-02-01 22:29:51,705 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-2
2021-02-01 22:29:51,706 INFO  ExportHelperExtension.cs: 1136 - Found 33 in wheel-2
2021-02-01 22:29:51,707 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2021-02-01 22:29:51,715 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Gripper 1-1
2021-02-01 22:29:51,716 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Gripper 1-1
2021-02-01 22:29:51,718 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Gripper 1-1
2021-02-01 22:29:51,719 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2021-02-01 22:29:51,719 INFO  ExportHelperExtension.cs: 1136 - Found 33 in wheel-1
2021-02-01 22:29:51,720 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2021-02-01 22:29:51,721 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robotbase-1
2021-02-01 22:29:51,722 INFO  ExportHelperExtension.cs: 1136 - Found 52 in robotbase-1
2021-02-01 22:29:51,723 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robotbase-1
2021-02-01 22:29:51,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from robot assembly.SLDASM
2021-02-01 22:29:51,725 INFO  ExportHelperExtension.cs: 1136 - Found 47 in robot assembly.SLDASM
2021-02-01 22:29:51,726 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in robot assembly.SLDASM
